thisRow.t,notes,instructions.started,text.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_text.started,key_resp_18.started,trial_text.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,start.started,key_resp_19.started,start.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,catch1.started,ct1_2.started,ct1_2.stopped,ct2_2.started,ct2_2.stopped,ct3_2.started,ct3_2.stopped,ct4_2.started,ct4_2.stopped,ct5_2.started,ct5_2.stopped,catch1.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,c1.started,slider_1.started,slider_1.stopped,c1.stopped,slider_1.response,slider_1.rt,trial1.started,sound_18.started,key_resp_43.started,target_11.started,target_11.stopped,target2_11.started,target2_11.stopped,target3_11.started,target3_11.stopped,key_resp_43.stopped,trial1.stopped,key_resp_43.keys,key_resp_43.rt,key_resp_43.duration,trial2.started,sound_19.started,key_resp.started,target.started,target.stopped,target2.started,target2.stopped,target3.started,target3.stopped,key_resp.stopped,trial2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial3.started,sound_20.started,key_resp_44.started,target_12.started,target_12.stopped,target2_12.started,target2_12.stopped,target3_12.started,target3_12.stopped,key_resp_44.stopped,trial3.stopped,key_resp_44.keys,key_resp_44.rt,key_resp_44.duration,trial4.started,sound_21.started,key_resp_45.started,target_13.started,target_13.stopped,target2_13.started,target2_13.stopped,target3_13.started,target3_13.stopped,key_resp_45.stopped,trial4.stopped,key_resp_45.keys,key_resp_45.rt,key_resp_45.duration,trial5.started,sound_23.started,key_resp_47.started,target_15.started,target_15.stopped,target2_15.started,target2_15.stopped,target3_15.started,target3_15.stopped,key_resp_47.stopped,trial5.stopped,key_resp_47.keys,key_resp_47.rt,key_resp_47.duration,trial6.started,sound_22.started,key_resp_46.started,target_14.started,target_14.stopped,target2_14.started,target2_14.stopped,target3_14.started,target3_14.stopped,key_resp_46.stopped,trial6.stopped,key_resp_46.keys,key_resp_46.rt,key_resp_46.duration,trial7.started,sound_24.started,key_resp_48.started,target_16.started,target_16.stopped,target2_16.started,target2_16.stopped,target3_16.started,target3_16.stopped,key_resp_48.stopped,trial7.stopped,key_resp_48.keys,key_resp_48.rt,key_resp_48.duration,trial8.started,sound_25.started,key_resp_49.started,target_17.started,target_17.stopped,target2_17.started,target2_17.stopped,target3_17.started,target3_17.stopped,key_resp_49.stopped,trial8.stopped,key_resp_49.keys,key_resp_49.rt,key_resp_49.duration,trial9.started,sound_26.started,key_resp_50.started,target_18.started,target_18.stopped,target2_18.started,target2_18.stopped,target3_18.started,target3_18.stopped,key_resp_50.stopped,trial9.stopped,key_resp_50.keys,key_resp_50.rt,key_resp_50.duration,trial10.started,sound_27.started,key_resp_51.started,target_19.started,target_19.stopped,target2_19.started,target2_19.stopped,target3_19.started,target3_19.stopped,key_resp_51.stopped,trial10.stopped,key_resp_51.keys,key_resp_51.rt,key_resp_51.duration,end.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0023785999801475555,0.005108399986056611,3.596272199996747,['y'],[3.5886645000136923],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,3.5963925999822095,3.6105015999928582,14.528948799998034,y,10.905179199995473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,14.529028299992206,14.543719999986934,27.31185440000263,y,12.760655100020813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,27.311915700003738,29.326581599976635,31.326540599984583,35.326549599994905,37.3263891999959,41.326337099977536,43.32636929998989,47.326340699975844,49.32623859998421,53.32645120000234,55.325908699975116,57.31010269999388,"['space', 'right', 'right', 'left', 'left', 'right', 'left']","[4.397020500007784, 8.015292100026272, 9.04248300002655, 11.947168700018665, 14.396488200000022, 20.39463120000437, 26.29341340000974]","[None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,72.33117520000087,74.34253110000282,76.34246379998513,80.3422829999763,82.34255739999935,86.34227389999432,88.34232809999958,92.34222319998662,94.3423947999836,98.3420419000031,100.34211539998068,102.32689239998581,"['space', 'right', 'right', 'right', 'left', 'right', 'left']","[3.726081000000704, 6.243981599982362, 8.30989109998336, 9.814821399981156, 14.685335799993481, 20.51582959998632, 26.739620299980743]","[None, None, None, None, None, None, None]",57.32823169999756,57.35750859999098,72.38761799997883,72.33115309997811,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.34436580000329,102.37250800000038,117.5809722999984,117.34733269998105,10.0,12.60693270000047,117.34735339999315,117.59203215000161,117.5809722999984,119.358430399996,121.35828249997576,125.35828600000241,127.35826079998515,131.35817559997668,133.3582352999947,237.38638049998553,237.34100580000086,"['space', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'space', 'left', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left']","[4.171182100020815, 9.795209300005808, 14.32276200002525, 21.345973800023785, 26.28449400002137, 32.22084100000211, 38.137689200026216, 44.39219540002523, 50.2537549000117, 56.12769760002266, 62.29056310001761, 68.22201160000986, 75.16356880002422, 80.13074370002141, 86.96063200000208, 92.12741520002601, 98.67619240001659, 104.27989850001177, 110.35117010000977, 116.34826769999927]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.35644249999314,237.38638049998553,252.56423619997804,252.3445240999863,10.0,4.493773800000781,,,,,,,,,,,,,,,252.34454649998224,252.5728421600186,252.56423619997804,254.35604980000062,256.35596559999976,260.3558047999977,262.3558277999982,266.35579799997504,268.3558086999983,372.39311039997847,372.33882350000204,"['space', 'right', 'left', 'right', 'space', 'left', 'space', 'left', 'space', 'left', 'left', 'space', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[3.298606700001983, 8.342538700002478, 14.283966099988902, 20.314426800003275, 26.166155999992043, 32.15367599998717, 38.091900200000964, 44.22084689998883, 51.35892309999326, 55.5548698999919, 57.67583210000885, 62.19419750000816, 68.25507089999155, 74.81555689999368, 80.64570729999105, 86.13812019999023, 92.214996900002, 98.38483609998366, 104.18575440000859, 110.18728199999896, 116.65591070000664]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.35568229999626,372.39311039997847,387.5894794999913,387.35863829997834,10.0,3.241032099991571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.35866649998934,387.5871583600063,387.5894794999913,389.37028899998404,391.3702945999976,395.3703205999918,397.3703333000012,401.3700559999852,403.37008819999755,507.41195839998545,507.3531831,"['space', 'right', 'left', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'left']","[2.8817490999936126, 8.148199699993711, 14.217977399996016, 20.721369499980938, 26.161534499988193, 32.49780139999348, 38.175960900000064, 44.56355110000004, 50.30213269998785, 56.36376209999435, 62.63744130000123, 68.25650610000594, 74.2382294999843, 80.12619809998432, 86.13416449999204, 92.19825029998901, 98.42288979998557, 104.36598859998048, 110.83031749998918, 116.13175199998659]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3755173999816,507.41195839998545,522.5897143000038,522.3733295999991,10.0,3.265826399991056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3733497999783,522.6014891600179,522.5897143000038,524.3847118999984,526.3847132999799,530.3847559999849,532.3847719999903,536.3846099999791,538.3845406999753,642.4156692999823,642.3674888999958,"['space', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'right', 'left', 'right', 'left', 'left', 'space', 'right', 'left', 'right', 'left']","[3.370354500017129, 8.24152400001185, 14.11744970001746, 20.392660800018348, 26.171293699997477, 32.134675600013, 38.62732510000933, 44.17116870000609, 50.22922570002265, 57.14532870001858, 62.82766830001492, 68.31573050000588, 74.43116490001557, 80.11786470000516, 86.53011530000367, 92.41070110001601, 98.12840740001411, 104.81910760002211, 110.21491540002171, 116.42308090001461]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3855339000002,642.4156692999823,657.6051478000009,657.387241199991,10.0,3.3224760000011884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.3872621999762,657.6158032600187,657.6051478000009,659.3990604999999,661.3990263000014,665.3990128999867,667.3989783999859,671.3989089999814,673.3987771999964,777.4239942999848,777.3818588999857,"['space', 'space', 'right', 'left', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'left', 'space', 'left', 'right']","[3.3753873000096064, 9.230526300001657, 14.245000599999912, 18.84174199998961, 20.063289000012446, 26.404821300006006, 32.13144810000085, 38.5418966000143, 44.546459500008496, 50.48727899999358, 56.18335569999181, 62.75091740000062, 68.52037980000023, 74.53936240001349, 80.76730070001213, 86.65847429999849, 92.3337259000109, 98.34567159999278, 104.71940470000845, 110.20212520001223, 116.98377230000915]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D20,001,2024-04-10_21h21.23.223,final_final_task,2023.2.2,60.036550254033926,2024-04-10 21h21.41.167281 +0530,
