thisRow.t,notes,instructions.started,text.started,text.stopped,instructions.stopped,key_resp_2.keys,trial_text.started,key_resp_18.started,trial_text.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,start.started,key_resp_19.started,start.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,catch1.started,ct1_2.started,ct1_2.stopped,ct2_2.started,ct2_2.stopped,ct3_2.started,ct3_2.stopped,ct4_2.started,ct4_2.stopped,ct5_2.started,ct5_2.stopped,catch1.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,c1.started,slider_1.started,slider_1.stopped,c1.stopped,slider_1.response,slider_1.rt,trial1.started,sound_18.started,key_resp_43.started,target_11.started,target_11.stopped,target2_11.started,target2_11.stopped,target3_11.started,target3_11.stopped,key_resp_43.stopped,trial1.stopped,key_resp_43.keys,key_resp_43.rt,key_resp_43.duration,trial2.started,sound_19.started,key_resp.started,target.started,target.stopped,target2.started,target2.stopped,target3.started,target3.stopped,key_resp.stopped,trial2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial3.started,sound_20.started,key_resp_44.started,target_12.started,target_12.stopped,target2_12.started,target2_12.stopped,target3_12.started,target3_12.stopped,key_resp_44.stopped,trial3.stopped,key_resp_44.keys,key_resp_44.rt,key_resp_44.duration,trial4.started,sound_21.started,key_resp_45.started,target_13.started,target_13.stopped,target2_13.started,target2_13.stopped,target3_13.started,target3_13.stopped,key_resp_45.stopped,trial4.stopped,key_resp_45.keys,key_resp_45.rt,key_resp_45.duration,trial5.started,sound_23.started,key_resp_47.started,target_15.started,target_15.stopped,target2_15.started,target2_15.stopped,target3_15.started,target3_15.stopped,key_resp_47.stopped,trial5.stopped,key_resp_47.keys,key_resp_47.rt,key_resp_47.duration,trial6.started,sound_22.started,key_resp_46.started,target_14.started,target_14.stopped,target2_14.started,target2_14.stopped,target3_14.started,target3_14.stopped,key_resp_46.stopped,trial6.stopped,key_resp_46.keys,key_resp_46.rt,key_resp_46.duration,trial7.started,sound_24.started,key_resp_48.started,target_16.started,target_16.stopped,target2_16.started,target2_16.stopped,target3_16.started,target3_16.stopped,key_resp_48.stopped,trial7.stopped,key_resp_48.keys,key_resp_48.rt,key_resp_48.duration,trial8.started,sound_25.started,key_resp_49.started,target_17.started,target_17.stopped,target2_17.started,target2_17.stopped,target3_17.started,target3_17.stopped,key_resp_49.stopped,trial8.stopped,key_resp_49.keys,key_resp_49.rt,key_resp_49.duration,trial9.started,sound_26.started,key_resp_50.started,target_18.started,target_18.stopped,target2_18.started,target2_18.stopped,target3_18.started,target3_18.stopped,key_resp_50.stopped,trial9.stopped,key_resp_50.keys,key_resp_50.rt,key_resp_50.duration,trial10.started,sound_27.started,key_resp_51.started,target_19.started,target_19.stopped,target2_19.started,target2_19.stopped,target3_19.started,target3_19.stopped,key_resp_51.stopped,trial10.stopped,key_resp_51.keys,key_resp_51.rt,key_resp_51.duration,end.started,text_3.started,end.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002890800009481609,0.007039199990686029,60.004544800001895,59.98888409999199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,59.9889617000008,60.004544800001895,96.73796490000677,y,36.72047659999225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,96.7380012999929,96.75359740000567,112.8888597000041,y,16.129642000014428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,112.88897050000378,114.90324330001022,116.90336860000389,120.903246700007,122.90341810000245,126.90293250000104,128.90309290000005,132.90298790001543,134.9029395999969,138.9030109999876,140.9028177,142.88742230000207,"['right', 'left', 'right', 'right', 'left']","[9.568352500005858, 13.874043200019514, 18.809487000020454, 21.866235200024676, 26.418349000014132]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,157.89067980000982,159.90249310000218,161.90252130001318,165.9024492999888,167.9023629000003,171.90243159999955,173.90232550000655,177.9023918999883,179.90228519999073,183.9023817999987,185.9021531000035,187.88665989998844,"['left', 'right', 'left', 'right', 'right', 'left']","[6.312876199983293, 10.450054099987028, 13.88568690000102, 17.291924699995434, 21.147661099996185, 27.06970970000839]","[None, None, None, None, None, None]",142.89706580000347,142.9419715999975,157.94704020000063,157.89066000000457,9.0,5.897216899989871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.90775159999612,187.9418752999918,203.13299549999647,202.90685759999906,10.0,8.573835100018186,202.90688270001556,203.135227399983,203.13299549999647,204.9185221999942,206.91845840000315,210.91846849999274,212.91827059999923,216.91825730001437,218.91815430001589,322.92386629999964,322.90055920000304,"['right', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'left', 'space', 'right', 'left', 'left', 'right', 'left', 'right', 'left']","[3.9140689999912865, 9.14357580000069, 14.61474520000047, 20.846572999987984, 26.92905820001033, 32.784012999996776, 38.53987209999468, 44.438757399999304, 50.30490459999419, 56.422466199990595, 62.71786110001267, 68.77850539999781, 74.60446579998825, 80.40615490000346, 87.99434229999315, 92.46802579998621, 98.65655390001484, 104.90165799998795, 110.94418920000317, 116.46700269999565]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.90260989998933,322.92386629999964,338.1284663999977,337.90435240001534,10.0,5.746657199983019,,,,,,,,,,,,,,,337.90437380000367,338.1329217999766,338.1284663999977,339.91603329998907,341.91613240001607,345.91609980000067,347.916040000011,351.9158363000024,353.9159648999921,457.9530403999961,457.8990487999981,"['space', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'left', 'left', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[4.394751899992116, 9.498344999999972, 14.626445700007025, 20.452755300007993, 27.23736050000298, 32.26317910000216, 38.58065349998651, 44.92282000000705, 50.60480090000783, 56.618378399987705, 62.47666570000001, 68.28021450000233, 74.54874790000031, 80.1813021999842, 86.34592880000127, 92.91234539999277, 100.04634030000307, 104.70354059999227, 110.12948309999774, 116.54487059998792]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9186401999905,457.9530403999961,473.1363272999879,472.9188414000091,10.0,2.287603400007356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.9188614000159,473.14722149998414,473.1363272999879,474.93051480001304,476.9305418000149,480.930389199988,482.9304606000078,486.93034039999475,488.93040169999585,592.9663865999901,592.9131538000074,"['right', 'right', 'left', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'left']","[3.340594200009946, 8.625763400021242, 15.123723099997733, 20.49436589999823, 26.559813600004418, 32.70474460002151, 38.413021900021704, 45.150625900016166, 50.620693700009724, 57.927515100018354, 62.86581640000804, 68.47903170000063, 74.79410230001668, 80.49930660001701, 86.41517469999962, 91.80871150002349, 98.27708120000898, 105.04247120002401, 110.43953500001226, 116.18027450001682]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.9379310999939,592.9663865999901,608.153307200002,607.9331116999965,10.0,4.066005800006678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.9331313000002,608.1614830999926,608.153307200002,609.944859500014,611.9280798000109,615.9448004000005,617.9448505000037,621.9447492999898,623.9446143000096,727.9681509000075,727.9279067000025,"['left', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left']","[3.501477600017097, 9.013370500004385, 14.358240300003672, 20.39111190001131, 26.82157230001758, 32.77882090001367, 38.76639000000432, 44.82514400000218, 50.80568469999707, 56.36339320000843, 62.393566300015664, 69.06529910000972, 74.4332005000033, 80.83777139999438, 86.26037380000344, 93.04787219999707, 99.02045879999059, 104.9840749000141, 110.71406840000418, 117.05815789999906]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.9376869999978,727.9681509000075,743.1503646000056,742.930964500003,10.0,4.87980090000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.9309851000144,743.1592120999877,743.1503646000056,744.9425686000031,746.9424189999991,750.9424524999922,752.9425511000154,756.9423239000025,758.942386300012,862.967940100003,862.9252819000103,"['space', 'space', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'left', 'space', 'left', 'right']","[3.1414000999939162, 8.946133599994937, 14.506246100005228, 20.029423200001474, 26.60894790000748, 32.394763599993894, 38.67431309999665, 44.40478969999822, 51.15632869998808, 56.82054389998666, 63.20457699999679, 69.15132269999594, 74.77573570000823, 80.66552579999552, 86.65615719999187, 92.57743750000373, 98.59081669998704, 104.60769020000589, 110.94094219998806, 115.39285800000653]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D14,001,2024-04-10_19h36.50.361,final_final_task,2023.2.2,60.00700881611244,2024-04-10 19h37.12.679020 +0530,
