ID,Confidence,Confidence rt,Trial,Trial response,Trial rt
D14,10,5.7466572,T1,"['right', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'left', 'space', 'right', 'left', 'left', 'right', 'left', 'right', 'left']","[3.9140689999912865, 9.14357580000069, 14.61474520000047, 20.846572999987984, 26.92905820001033, 32.784012999996776, 38.53987209999468, 44.438757399999304, 50.30490459999419, 56.422466199990595, 62.71786110001267, 68.77850539999781, 74.60446579998825, 80.40615490000346, 87.99434229999315, 92.46802579998621, 98.65655390001484, 104.90165799998795, 110.94418920000317, 116.46700269999565]"
D14,10,2.2876034,T2,"['space', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'left', 'left', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[4.394751899992116, 9.498344999999972, 14.626445700007025, 20.452755300007993, 27.23736050000298, 32.26317910000216, 38.58065349998651, 44.92282000000705, 50.60480090000783, 56.618378399987705, 62.47666570000001, 68.28021450000233, 74.54874790000031, 80.1813021999842, 86.34592880000127, 92.91234539999277, 100.04634030000307, 104.70354059999227, 110.12948309999774, 116.54487059998792]"
D14,10,4.0660058,T3,"['right', 'right', 'left', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'left']","[3.340594200009946, 8.625763400021242, 15.123723099997733, 20.49436589999823, 26.559813600004418, 32.70474460002151, 38.413021900021704, 45.150625900016166, 50.620693700009724, 57.927515100018354, 62.86581640000804, 68.47903170000063, 74.79410230001668, 80.49930660001701, 86.41517469999962, 91.80871150002349, 98.27708120000898, 105.04247120002401, 110.43953500001226, 116.18027450001682]"
D14,10,4.8798009,T4,"['left', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left']","[3.501477600017097, 9.013370500004385, 14.358240300003672, 20.39111190001131, 26.82157230001758, 32.77882090001367, 38.76639000000432, 44.82514400000218, 50.80568469999707, 56.36339320000843, 62.393566300015664, 69.06529910000972, 74.4332005000033, 80.83777139999438, 86.26037380000344, 93.04787219999707, 99.02045879999059, 104.9840749000141, 110.71406840000418, 117.05815789999906]"
D14,10,2.4935965,T5,"['space', 'space', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'left', 'space', 'left', 'right']","[3.1414000999939162, 8.946133599994937, 14.506246100005228, 20.029423200001474, 26.60894790000748, 32.394763599993894, 38.67431309999665, 44.40478969999822, 51.15632869998808, 56.82054389998666, 63.20457699999679, 69.15132269999594, 74.77573570000823, 80.66552579999552, 86.65615719999187, 92.57743750000373, 98.59081669998704, 104.60769020000589, 110.94094219998806, 115.39285800000653]"
D14,10,3.9089016,T6,"['space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'space', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'right']","[3.2083550000097603, 8.600590400019428, 14.932589400006691, 20.49525230002473, 26.534971200017026, 32.27121260002605, 38.35914730001241, 44.17468490000465, 50.37671660000342, 57.11053920001723, 62.88035960000707, 68.50756779999938, 74.72198920001392, 80.58489930001087, 87.08622130000731, 92.35086450001108, 98.88434180000331, 104.93284069999936, 110.72886470000958, 116.21839930000715]"
D14,10,2.6013456,T7,"['left', 'left', 'right', 'left', 'space', 'right', 'space', 'right', 'right', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'right', 'left']","[3.762625000003027, 8.663797500019427, 14.73818030001712, 20.270976100000553, 26.34114239999326, 32.56270539999241, 38.56809919999796, 44.40237250001519, 50.518181099992944, 56.13708050001878, 62.51947530001053, 68.46835010001087, 74.70701199999894, 80.4739579000161, 86.44775920000393, 92.5823398999928, 99.82254940000712, 104.41770439999527, 110.53079580000485, 116.12791149999248]"
D14,9,8.5605481,T8,"['space', 'left', 'right', 'right', 'left', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'left', 'space', 'right', 'left', 'left', 'right', 'right']","[3.1285909000143874, 8.41423890000442, 14.588568400009535, 20.32818490001955, 26.383654200006276, 32.62213740000152, 38.333382800017716, 45.16501810000045, 50.69883210002445, 56.59500410000328, 62.6669103000022, 68.37826110000606, 75.63334690002375, 80.4276953000226, 86.97008359999745, 93.55724470000132, 98.94903760001762, 105.06599080000888, 110.39956560000428, 116.6143736000231]"
D14,10,2.460993,T9,"['space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'right']","[3.193411999993259, 8.490221699990798, 14.530829099996481, 21.125311699986923, 26.842903099983232, 32.42720659999759, 38.973782599990955, 44.45915349997813, 51.26819819997763, 56.73578959997394, 62.4437246999878, 68.40786409997963, 74.4748706999817, 80.7018481999985, 86.20895819997531, 92.18129819998285, 98.81159129997832, 105.77098999998998, 110.49963229999412, 116.69791279998026]"
D14,9,2.358335,T10,"['space', 'left', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'right', 'space', 'space', 'right']","[4.13452980000875, 8.41622469999129, 14.792694500007201, 20.830347499984782, 27.254089099995326, 32.990118499990785, 38.579333500005305, 45.181822699989425, 51.46860550000565, 56.22789809998358, 62.36994639999466, 68.2711532000103, 74.72291529999347, 80.52866439998616, 86.64087529998505, 92.96643050000421, 98.9037251000118, 104.71662469999865, 110.71441109999432, 117.03661099998862]"
,,,,,
,9.8,,,,
