ID,Confidence,Confidence rt,Trial,Trial response,Trial rt
D18,9,7.4227298,T1,"['left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'right', 'space', 'left', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left']","[8.251620199996978, 14.066336099989712, 20.104094299982535, 26.297294299991336, 32.13296029999037, 38.09553550000419, 44.14069099997869, 50.15138369999477, 56.14820090000285, 57.95529539999552, 62.96833400000469, 68.13094309999724, 74.08577299999888, 80.53743699999177, 86.08812359999865, 92.05663849998382, 98.10221969999839, 104.16385969999828, 110.32930579999811, 116.14877309999429]"
D18,9,4.058876,T2,"['space', 'right', 'left', 'right', 'space', 'left', 'space', 'left', 'left', 'left', 'space', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[2.1755800000100862, 8.115739200002281, 14.083095900015905, 20.101526200014632, 26.390116700000362, 32.312776100006886, 38.304335699998774, 44.08415640000021, 50.0662994000013, 56.092704400012735, 62.24670340001467, 68.19455410001683, 74.06968280000729, 80.10215710001648, 86.10900359999505, 92.55636190000223, 98.19344360000105, 104.06525360001251, 110.08587010001065, 116.08228450000752]"
D18,9,4.9091629,T3,"['space', 'right', 'left', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'left']","[2.548635799990734, 8.37658989999909, 14.136816399986856, 20.168805399996927, 26.49957899999572, 32.34804179999628, 38.334867500001565, 44.17667529999744, 50.066009200003464, 56.14548609999474, 62.167886899987934, 68.15499539999291, 74.8006299000117, 80.11207110001124, 86.24100939999335, 92.16711790001136, 98.46728360000998, 104.07566239999142, 110.13347369999974, 116.16208030001144]"
D18,9,4.2029074,T4,"['space', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'right', 'left', 'right', 'left', 'left', 'space', 'right', 'left', 'right', 'left']","[3.0370390999887604, 8.139642599999206, 14.172828599985223, 20.13218769998639, 26.215292799985036, 32.077109999983804, 38.21087369997986, 44.14709449998918, 50.12668180000037, 56.1600097999908, 62.09577250000439, 68.0884606000036, 74.15103999999701, 80.05948159997934, 86.03719750000164, 92.39667469999404, 98.21374359997571, 104.10317159999977, 110.12137779998011, 116.10659660000238]"
D18,9,2.8854983,T5,"['space', 'space', 'right', 'left', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'left', 'space', 'left', 'right']","[3.432758199982345, 9.241806899983203, 14.206262299994705, 18.52581689998624, 20.125243099988438, 26.137774000002537, 32.20094899999094, 38.079837600002065, 44.087810299999546, 50.11021620000247, 56.143579800002044, 62.239395099983085, 68.1478758000012, 74.13523819998954, 80.15950539999176, 86.20074749999912, 92.22438929998316, 98.17143509999732, 104.11139179999009, 110.06521219998831, 116.14496599999256]"
D18,9,3.5717248,T6,"['space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'space', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'right']","[4.0944814999820665, 8.11659389999113, 14.077551399997901, 20.101507399987895, 26.073753600008786, 32.08927749999566, 38.13898489999701, 44.09669800000847, 50.047196300001815, 56.1560913999856, 62.786965999985114, 68.13315010000952, 74.09964639999089, 80.06387949999771, 86.08577030000743, 92.08400000000256, 98.0958110000065, 104.07805469998857, 110.15054259999306, 116.1061848999816]"
D18,9,4.1925584,T7,"['space', 'left', 'right', 'left', 'space', 'right', 'space', 'right', 'right', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'right', 'left']","[2.556470600015018, 8.078839399997378, 14.066599300014786, 20.04004660001374, 26.11198180000065, 32.08848540001782, 38.06873739999719, 44.10807859999477, 50.04921850000392, 56.097564700001385, 62.162799700017786, 68.08607920000213, 74.12883890001103, 80.07196390000172, 86.10333010001341, 92.1609834000119, 98.14228639999055, 104.09081719999085, 110.08221690001665, 116.06375140001182]"
D18,9,2.0070828,T8,"['space', 'left', 'right', 'right', 'left', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'space', 'right', 'left', 'left', 'right', 'right']","[2.244922100013355, 8.113808099995367, 14.110715799994068, 20.121299699996598, 26.29120440001134, 32.174777100008214, 38.1520148999989, 44.13361640000949, 50.096272700000554, 56.09438650001539, 62.0853621000133, 68.08649950000108, 74.07961869999417, 80.12280720000854, 86.10837750000064, 92.09868729999289, 98.1081101000018, 104.1024519999919, 110.25661250000121, 116.04457940001157]"
D18,9,2.9980156,T9,"['space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'right']","[2.2426481999864336, 8.159823199996026, 14.090239899989683, 20.235792399995262, 26.11077130000922, 32.07599979999941, 38.08990009999252, 44.496012599993264, 50.14508039999055, 56.059620799991535, 62.138247599999886, 68.14564289999544, 74.09386389999418, 80.14950070000486, 86.03761790000135, 92.1241994999873, 98.13767359999474, 104.08891280001262, 110.10151320000296, 116.11282989999745]"
D18,8,5.1674709,T10,"['space', 'space', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'right', 'space', 'space', 'right']","[2.4915447999956086, 8.129879399988567, 14.148764899990056, 20.08504959999118, 26.052928799996153, 32.057215599983465, 38.38494419999188, 44.401336999988416, 50.088947299984284, 56.095106799999485, 62.14715829998022, 68.12125029999879, 74.33569379997789, 80.09262379998108, 86.12102999998024, 92.07869809999829, 98.0918493999925, 104.037004599988, 111.19845379999606, 116.10175699999672]"
