thisRow.t,notes,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_text.started,text_14.started,key_resp_18.started,trial_text.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,start.started,text_15.started,key_resp_19.started,start.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,catch1.started,sound_14.started,key_resp_20.started,ct1_2.started,ct1_2.stopped,ct2_2.started,ct2_2.stopped,ct3_2.started,ct3_2.stopped,ct4_2.started,ct4_2.stopped,ct5_2.started,ct5_2.stopped,key_resp_20.stopped,catch1.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,c1.started,slider_1.started,text_4.started,slider_1.stopped,text_4.stopped,c1.stopped,slider_1.response,slider_1.rt,trial1.started,sound_18.started,key_resp_43.started,target_11.started,target_11.stopped,target2_11.started,target2_11.stopped,target3_11.started,target3_11.stopped,key_resp_43.stopped,trial1.stopped,key_resp_43.keys,key_resp_43.rt,key_resp_43.duration,trial2.started,sound_19.started,key_resp.started,target.started,target.stopped,target2.started,target2.stopped,target3.started,target3.stopped,key_resp.stopped,trial2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial3.started,sound_20.started,key_resp_44.started,target_12.started,target_12.stopped,target2_12.started,target2_12.stopped,target3_12.started,target3_12.stopped,key_resp_44.stopped,trial3.stopped,key_resp_44.keys,key_resp_44.rt,key_resp_44.duration,trial4.started,sound_21.started,key_resp_45.started,target_13.started,target_13.stopped,target2_13.started,target2_13.stopped,target3_13.started,target3_13.stopped,key_resp_45.stopped,trial4.stopped,key_resp_45.keys,key_resp_45.rt,key_resp_45.duration,trial5.started,sound_23.started,key_resp_47.started,target_15.started,target_15.stopped,target2_15.started,target2_15.stopped,target3_15.started,target3_15.stopped,key_resp_47.stopped,trial5.stopped,key_resp_47.keys,key_resp_47.rt,key_resp_47.duration,trial6.started,sound_22.started,key_resp_46.started,target_14.started,target_14.stopped,target2_14.started,target2_14.stopped,target3_14.started,target3_14.stopped,key_resp_46.stopped,trial6.stopped,key_resp_46.keys,key_resp_46.rt,key_resp_46.duration,trial7.started,sound_24.started,key_resp_48.started,target_16.started,target_16.stopped,target2_16.started,target2_16.stopped,target3_16.started,target3_16.stopped,key_resp_48.stopped,trial7.stopped,key_resp_48.keys,key_resp_48.rt,key_resp_48.duration,trial8.started,sound_25.started,key_resp_49.started,target_17.started,target_17.stopped,target2_17.started,target2_17.stopped,target3_17.started,target3_17.stopped,key_resp_49.stopped,trial8.stopped,key_resp_49.keys,key_resp_49.rt,key_resp_49.duration,trial9.started,sound_26.started,key_resp_50.started,target_18.started,target_18.stopped,target2_18.started,target2_18.stopped,target3_18.started,target3_18.stopped,key_resp_50.stopped,trial9.stopped,key_resp_50.keys,key_resp_50.rt,key_resp_50.duration,trial10.started,sound_27.started,key_resp_51.started,target_19.started,target_19.stopped,target2_19.started,target2_19.stopped,target3_19.started,target3_19.stopped,key_resp_51.stopped,trial10.stopped,key_resp_51.keys,key_resp_51.rt,key_resp_51.duration,end.started,end.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004840500001591863,2.911134199999651,['y'],[2.8827161000008346],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,2.911206900000252,2.926320200000191,2.926320200000191,7.993737699998746,y,5.057899299998098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,7.993771599998581,8.009250600000087,8.009250600000087,10.49413519999871,y,2.477547599999525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,10.49418770000193,10.575752850001663,10.570404800000688,12.509095099998376,14.50881329999902,18.508415700001933,20.50857790000009,24.50867880000078,26.50799729999926,30.507783000000927,32.50796579999951,36.50760829999854,38.50727990000087,40.570229500001005,40.4923979999985,"['left', 'right', 'right', 'left', 'space']","[2.7222734999995737, 8.585843699998804, 14.516070000001491, 20.356802499998594, 27.373624600000767]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,55.51329329999862,55.64068196000153,55.63161290000062,57.52314340000157,59.523403600000165,63.52276609999899,65.52268430000186,69.52248619999955,71.5220937999984,75.52192149999973,77.52249819999997,81.52159870000105,83.52154990000054,85.55649220000123,85.5061108000009,"['left', 'space', 'left', 'left', 'right']","[3.068677800001751, 9.285018200000195, 15.440231200002017, 20.413006999999197, 26.362430799999856]","[None, None, None, None, None]",40.5125795999993,40.570229500001005,40.570229500001005,55.63161290000062,55.63161290000062,55.51326809999955,9.0,6.706167199998163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.52240199999869,85.55649220000123,85.55649220000123,,,100.5258599000008,8.0,12.025950899998861,100.52588649999961,101.00474763000057,101.0031870999992,102.53728400000182,104.53681330000109,108.52055929999915,110.53680710000117,114.5364550000013,116.5362329999989,220.56050980000146,220.51523960000122,"['space', 'space', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'left', 'right', 'space', 'left', 'space', 'space', 'left', 'space', 'left', 'space']","[4.251535800001875, 8.568685599999299, 14.0056891000022, 19.9028223000023, 25.975701399998798, 31.9513145000019, 38.501494200001616, 44.04336510000212, 49.91971030000059, 55.91620239999975, 61.94767390000197, 68.1125878999992, 74.0987626999995, 79.93206439999994, 86.371278300001, 92.78121800000008, 98.0873145000005, 104.57496629999878, 109.9766961000023, 116.136156200002]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.53117529999872,220.56050980000146,220.56050980000146,235.89099070000157,235.89099070000157,235.53806780000014,9.0,2.6658953000005567,,,,,,,,,,,,,,,235.5380914999987,235.89644104000035,235.89099070000157,237.54616339999848,239.54610650000177,243.54617080000025,245.54575209999894,249.5454909,251.54570160000003,355.5796655000013,355.524227599999,"['space', 'space', 'right', 'left', 'left', 'space', 'left', 'right', 'space', 'right', 'space', 'left', 'space', 'left', 'left', 'space', 'space', 'right', 'space', 'left']","[3.062415600001259, 8.744243799999822, 14.015696900001785, 20.11300829999891, 26.280681399999594, 32.69767530000172, 38.239946199999395, 44.26936339999884, 50.19846700000198, 56.066471099999035, 62.09847090000039, 68.202236000001, 74.7541213000004, 80.0143081999995, 85.95703420000063, 92.85811240000112, 98.65129180000076, 104.04708739999842, 110.72928120000142, 116.02265400000033]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5428893999997,355.5796655000013,355.5796655000013,370.7927124000016,370.7927124000016,370.53775659999883,8.0,3.3906009000020276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.5377837999986,370.7971165199997,370.7927124000016,372.5386791000019,374.53841920000195,378.5377225000011,380.53838950000136,384.5384167000011,386.53833170000144,490.59183610000036,490.53321620000133,"['space', 'space', 'right', 'right', 'left', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'space', 'space', 'space', 'right', 'left', 'left', 'right', 'right']","[3.438537300000462, 8.819034000000102, 14.231469300000754, 20.23647440000059, 26.239370899998903, 32.38372309999977, 38.174165399999765, 44.31063780000113, 50.15539340000032, 56.17617439999958, 62.202367500001856, 68.06842369999868, 74.14363760000197, 80.91290400000071, 86.25048809999862, 92.15000610000061, 98.15671450000082, 104.12865679999959, 110.15481500000169, 116.25530330000038]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.5618614999985,490.59183610000036,490.59183610000036,505.841941900002,505.841941900002,505.5671313999992,10.0,2.87805920000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.567156000001,505.8436770899989,505.841941900002,507.58102879999933,509.58162599999923,513.5807343999986,515.580389499999,519.5809915999998,521.5802358000001,625.6150798000017,625.5591691000009,"['space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'space', 'left', 'right', 'left', 'right']","[3.080476399998588, 8.290160900000046, 14.123329699999886, 20.200813800001924, 26.37954240000181, 32.17116309999983, 38.25314399999843, 44.14268119999906, 50.24441300000035, 56.158932400001504, 62.12544830000115, 68.17234440000175, 74.29213900000104, 80.14873230000012, 86.22831790000055, 92.18417770000087, 98.17677550000008, 104.11178400000063, 110.13727460000155, 116.09169290000136]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.5812098999995,625.6150798000017,625.6150798000017,640.8467533000003,640.8467533000003,640.5766729999996,10.0,2.956869400000869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.5766952999984,640.853202889999,640.8467533000003,642.5899715000014,644.5896533999985,648.5897774000005,650.5895506999987,654.5892177999995,656.5889539999989,760.6092921999989,760.5675483000014,"['space', 'space', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'space', 'right', 'left', 'right', 'space', 'left', 'space', 'right', 'space', 'right', 'left']","[2.4165095999996993, 8.19139340000038, 14.147214799999347, 20.156414199998835, 26.050201099998958, 32.2473914000002, 38.09204800000225, 44.099839300000895, 50.128509099999064, 56.973949600000196, 62.10641790000227, 68.20042839999951, 74.25871710000138, 80.20880680000118, 86.42117729999882, 92.59404690000156, 98.2288668000001, 104.22038090000206, 110.22537150000062, 116.20906230000037]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2024-04-10_20h33.35.635,final_final_task,2023.2.3,59.83090589302619,2024-04-10 20h34.30.321462 +0530,
