thisRow.t,notes,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_text.started,text_14.started,key_resp_18.started,trial_text.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,start.started,text_15.started,key_resp_19.started,start.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,catch1.started,sound_14.started,key_resp_20.started,ct1_2.started,ct1_2.stopped,ct2_2.started,ct2_2.stopped,ct3_2.started,ct3_2.stopped,ct4_2.started,ct4_2.stopped,ct5_2.started,ct5_2.stopped,key_resp_20.stopped,catch1.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,c1.started,slider_1.started,text_4.started,slider_1.stopped,text_4.stopped,c1.stopped,slider_1.response,slider_1.rt,trial1.started,sound_18.started,key_resp_43.started,target_11.started,target_11.stopped,target2_11.started,target2_11.stopped,target3_11.started,target3_11.stopped,key_resp_43.stopped,trial1.stopped,key_resp_43.keys,key_resp_43.rt,key_resp_43.duration,trial2.started,sound_19.started,key_resp.started,target.started,target.stopped,target2.started,target2.stopped,target3.started,target3.stopped,key_resp.stopped,trial2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial3.started,sound_20.started,key_resp_44.started,target_12.started,target_12.stopped,target2_12.started,target2_12.stopped,target3_12.started,target3_12.stopped,key_resp_44.stopped,trial3.stopped,key_resp_44.keys,key_resp_44.rt,key_resp_44.duration,trial4.started,sound_21.started,key_resp_45.started,target_13.started,target_13.stopped,target2_13.started,target2_13.stopped,target3_13.started,target3_13.stopped,key_resp_45.stopped,trial4.stopped,key_resp_45.keys,key_resp_45.rt,key_resp_45.duration,trial5.started,sound_23.started,key_resp_47.started,target_15.started,target_15.stopped,target2_15.started,target2_15.stopped,target3_15.started,target3_15.stopped,key_resp_47.stopped,trial5.stopped,key_resp_47.keys,key_resp_47.rt,key_resp_47.duration,trial6.started,sound_22.started,key_resp_46.started,target_14.started,target_14.stopped,target2_14.started,target2_14.stopped,target3_14.started,target3_14.stopped,key_resp_46.stopped,trial6.stopped,key_resp_46.keys,key_resp_46.rt,key_resp_46.duration,trial7.started,sound_24.started,key_resp_48.started,target_16.started,target_16.stopped,target2_16.started,target2_16.stopped,target3_16.started,target3_16.stopped,key_resp_48.stopped,trial7.stopped,key_resp_48.keys,key_resp_48.rt,key_resp_48.duration,trial8.started,sound_25.started,key_resp_49.started,target_17.started,target_17.stopped,target2_17.started,target2_17.stopped,target3_17.started,target3_17.stopped,key_resp_49.stopped,trial8.stopped,key_resp_49.keys,key_resp_49.rt,key_resp_49.duration,trial9.started,sound_26.started,key_resp_50.started,target_18.started,target_18.stopped,target2_18.started,target2_18.stopped,target3_18.started,target3_18.stopped,key_resp_50.stopped,trial9.stopped,key_resp_50.keys,key_resp_50.rt,key_resp_50.duration,trial10.started,sound_27.started,key_resp_51.started,target_19.started,target_19.stopped,target2_19.started,target2_19.stopped,target3_19.started,target3_19.stopped,key_resp_51.stopped,trial10.stopped,key_resp_51.keys,key_resp_51.rt,key_resp_51.duration,end.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.2652081999985967,3.8612766999976884,['y'],[3.557831799997075],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,3.863949799997499,3.8777501999975357,3.8777501999975357,26.48967569999877,y,22.59789599999931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,26.489701099999365,26.505344099998183,26.505344099998183,45.455327199997555,y,18.937151000001904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,45.45535299999756,45.52103563999771,45.52024479999818,47.470773299999564,49.47070739999981,53.47045369999978,55.470279299999675,59.47000009999829,61.469964099997014,65.46971379999741,67.46947839999848,71.46957629999815,73.46911980000004,75.58820959999866,75.45334119999825,"['space', 'right', 'space', 'right']","[9.902639300002193, 14.958479799999623, 21.878990299999714, 26.670800700001564]","[None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,90.47455239999908,90.5358381399994,90.5336279999974,92.48485470000014,94.48472799999945,98.4842693999999,100.48427609999999,104.48408429999836,106.48400409999886,110.4836785999978,112.48366179999721,116.48347139999896,118.48338259999946,120.50262979999752,120.46717379999973,"['space', 'left', 'right', 'left', 'right']","[3.123555200003466, 8.292028500000015, 14.598143800001708, 20.558553900002153, 26.3406535000031]","[None, None, None, None, None]",75.4745385999995,75.58820959999866,75.58820959999866,90.5336279999974,90.5336279999974,90.47452379999959,10.0,9.90620609999678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.48371129999941,120.50262979999752,120.50262979999752,135.72940019999805,135.72940019999805,135.4868069999975,9.0,1.348483000001579,135.49008569999933,135.73263195000072,135.72940019999805,137.4986831999995,139.49881759999698,143.49851769999805,145.4983534999992,149.49819539999953,151.49823979999928,255.51028939999742,255.47652860000017,"['space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'space', 'right', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'right']","[3.309596300001431, 8.372509800003172, 14.285873300003004, 20.31615800000145, 26.15192040000329, 32.419709200003126, 38.206078200000775, 44.14114140000311, 50.159835000002204, 56.53784950000045, 62.17818470000202, 68.46057940000173, 74.36665740000171, 80.23407090000183, 86.80537630000254, 92.64257750000252, 98.18001910000021, 104.20142490000217, 110.33432979999998, 116.20989660000123]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.493835199999,255.51028939999742,255.51028939999742,270.7389387999974,270.7389387999974,270.4955356999999,10.0,1.5140131000007386,,,,,,,,,,,,,,,270.4955663999972,270.7415815500008,270.7389387999974,272.5078457999989,274.50787969999874,278.50791169999866,280.50761319999947,284.50728139999774,286.50707630000034,390.5219242999992,390.4858039999999,"['right', 'left', 'right', 'left', 'right', 'space', 'right', 'right', 'space', 'right', 'left', 'left', 'right', 'left', 'space', 'right', 'left', 'right', 'right', 'left']","[3.730746099998214, 9.214248599997518, 14.19760479999968, 20.17383609999888, 26.201641100000415, 33.40428459999748, 38.37656969999807, 44.22358499999973, 50.33631519999835, 56.7291931999971, 62.413047399997595, 69.01626919999762, 74.44682819999798, 80.5480893999993, 87.04933179999716, 92.84265629999936, 98.35792779999974, 104.4772054999994, 111.33162009999796, 116.32310979999966]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.5046368000003,390.5219242999992,390.5219242999992,405.74868199999764,405.74868199999764,405.5046790999986,10.0,1.3445284999979776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.5047001999992,405.75064564999957,405.74868199999764,407.51700770000025,409.5169870999998,413.5166315999995,415.51645129999815,419.51634639999975,421.5162657999972,525.5309893999984,525.494703299999,"['space', 'right', 'right', 'left', 'right', 'right', 'left', 'space', 'space', 'left', 'right', 'space', 'left', 'space', 'right', 'left', 'left', 'right', 'right']","[9.121355799998128, 14.7184285000003, 20.324476000001596, 26.200265799998306, 32.52568260000044, 38.56137519999902, 44.17967560000034, 52.21057260000089, 57.85529029999816, 62.133002899998246, 68.14443319999918, 75.49905709999803, 81.28056220000144, 86.25340119999964, 92.34021180000127, 98.21319779999976, 104.41308679999929, 110.14831520000007, 116.6625826999989]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.5147113999992,525.5309893999984,525.5309893999984,540.754812799998,540.754812799998,540.5136605999978,10.0,3.4949060999970243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.5136816999984,540.7596246500016,540.754812799998,542.5258006000004,544.5256626999981,548.5255655000001,550.5255165999988,554.5253532999996,556.5251943000003,660.5413016999992,660.5034111999994,"['space', 'space', 'space', 'left', 'right', 'space', 'right', 'space', 'left', 'left', 'left', 'space', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'right']","[3.3430193000021973, 9.251103000002331, 15.03936690000046, 20.65729360000114, 26.17409410000255, 33.477766100000736, 38.656036100001074, 45.179364700001315, 50.18613230000119, 56.52436480000324, 62.31543000000238, 69.7451370000017, 74.53724350000266, 80.55982110000332, 86.11655320000136, 93.39547470000252, 98.1759809000032, 104.12876260000121, 110.64510000000155, 116.1787839000026]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.5241927999996,660.5413016999992,660.5413016999992,675.7604002999979,675.7604002999979,675.5226937999978,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.5227147999976,675.7686782500004,675.7604002999979,677.5348787000003,679.5348054999995,683.5343178000003,685.5345124999985,689.5340722000001,691.534179299997,795.5515409,795.5123434999987,"['right', 'space', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'right', 'space', 'space', 'left', 'left', 'space', 'right', 'space', 'right', 'left']","[3.9247161999992386, 8.907756900000095, 14.581525699999474, 20.34416760000022, 26.172729599999002, 32.12834289999955, 38.40699130000212, 44.28863099999944, 50.835403699999006, 57.35430110000016, 62.242318200002046, 69.06939179999972, 75.10535660000096, 80.12124810000023, 86.61985900000218, 92.29470290000245, 98.1377594000005, 105.06450530000075, 110.15499590000036, 116.52813149999929]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11,001,2024-04-10_18h51.48.300,final_final_task,2023.2.3,60.02382946006488,2024-04-10 18h52.14.449720 +0530,
