thisRow.t,notes,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_text.started,key_resp_18.started,trial_text.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,start.started,key_resp_19.started,start.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,catch1.started,ct1_2.started,ct1_2.stopped,ct2_2.started,ct2_2.stopped,ct3_2.started,ct3_2.stopped,ct4_2.started,ct4_2.stopped,ct5_2.started,ct5_2.stopped,catch1.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,c1.started,c1.stopped,slider_1.response,slider_1.rt,trial1.started,target_11.started,target_11.stopped,target2_11.started,target2_11.stopped,target3_11.started,target3_11.stopped,trial1.stopped,key_resp_43.keys,key_resp_43.rt,key_resp_43.duration,trial2.started,trial2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial3.started,trial3.stopped,key_resp_44.keys,key_resp_44.rt,key_resp_44.duration,trial4.started,trial4.stopped,key_resp_45.keys,key_resp_45.rt,key_resp_45.duration,trial5.started,trial5.stopped,key_resp_47.keys,key_resp_47.rt,key_resp_47.duration,trial6.started,trial6.stopped,key_resp_46.keys,key_resp_46.rt,key_resp_46.duration,trial7.started,trial7.stopped,key_resp_48.keys,key_resp_48.rt,key_resp_48.duration,trial8.started,trial8.stopped,key_resp_49.keys,key_resp_49.rt,key_resp_49.duration,trial9.started,trial9.stopped,key_resp_50.keys,key_resp_50.rt,key_resp_50.duration,trial10.started,trial10.stopped,key_resp_51.keys,key_resp_51.rt,key_resp_51.duration,end.started,end.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003536400001394213,9.00047210000048,['y'],[8.983868299999813],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,9.000547200001165,9.016073200000392,27.29972590000034,y,18.27064969999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,27.29976930000157,27.315044200000557,48.2162816,y,20.898823399998946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,48.21634059999997,50.23109300000033,52.229826100001446,56.22996460000104,58.22999280000113,62.23006440000063,64.22942580000017,68.22911960000056,70.22896970000147,74.2288505000015,76.22923350000019,78.21316350000052,"['left', 'left', 'right', 'left', 'space']","[4.114918799999941, 9.6057282999991, 15.664515500000562, 20.956551900000704, 27.287845200000447]","[None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,93.2228525999999,95.22788250000121,97.22782050000023,101.22745020000002,103.22717139999986,107.22701990000132,109.22682630000054,113.2267722000015,115.22668599999997,119.226449400001,121.22636890000103,123.21043509999981,"['left', 'left', 'space', 'left', 'right']","[4.397976199999903, 9.446921900000234, 16.122494500001267, 20.682818000001134, 26.57615369999985]","[None, None, None, None, None]",78.2299707000002,93.2228199000001,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.22030950000044,138.21429630000057,7.0,2.765885299999354,138.2143216000004,140.22489459999997,142.22480450000148,146.22545270000046,148.22450740000022,152.22428720000062,154.2243408000013,258.20307980000143,"['left', 'space', 'left', 'space', 'left', 'left', 'right', 'right', 'space', 'left', 'space', 'right', 'space', 'left', 'space', 'right', 'left', 'space', 'space', 'right']","[2.6867067999992287, 9.170815299999958, 15.114195299998755, 21.69494229999873, 27.964283899998918, 32.45994889999929, 38.471320200000264, 44.91262540000025, 50.71706180000001, 57.70783569999912, 62.051122299999406, 69.55523699999867, 74.36620299999959, 81.87393510000038, 87.16274019999946, 93.21708330000001, 99.97839779999958, 104.67890699999953, 111.12845389999893, 116.44077370000014]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2202347000002,273.21796300000096,6.0,4.895252400001482,,,,,,,,,,,,273.21799250000004,393.21244750000005,"['left', 'left', 'right', 'left', 'space', 'right', 'left', 'left', 'space', 'space', 'right', 'left', 'left', 'space', 'left', 'left', 'left', 'left', 'left', 'space']","[2.9957205999999132, 9.088701000000583, 15.124199599998974, 20.209551899999497, 27.246545399999377, 33.59043220000058, 38.785829399999784, 46.43863649999912, 50.50543230000039, 57.77089940000042, 63.33460019999984, 68.76370870000028, 75.26521780000076, 80.8136341999998, 86.45012709999901, 92.49015839999993, 98.67177769999944, 104.96972760000062, 111.38602229999924, 117.95416999999907]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.23084780000136,408.2222453000013,7.0,6.645721100001538,,,,,,,,,,,,,,,,,408.22227230000135,528.2205546000005,"['left', 'left', 'space', 'space', 'space', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'left', 'left', 'space', 'left', 'left', 'left', 'space']","[3.6564777999992657, 8.98744110000007, 14.152896300000066, 20.114844899999298, 26.343816299999162, 33.60155599999962, 38.10712169999897, 45.805336100000204, 50.32576399999925, 56.57688479999888, 62.10514729999886, 69.19768379999914, 74.09935450000012, 81.20937500000036, 86.32522640000025, 94.23590489999879, 98.48531249999905, 104.27274409999882, 110.52814359999866, 116.04022129999976]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.2411539000004,543.2463923000014,6.0,5.28771819999929,,,,,,,,,,,,,,,,,,,,,,543.2464323000004,663.2469130999998,"['left', 'left', 'left', 'left', 'left', 'left', 'space', 'left', 'space', 'space', 'space', 'left', 'space', 'left', 'space', 'space', 'left', 'left', 'left', 'space', 'space']","[2.820465900000272, 8.774263500001325, 14.42671110000083, 20.329211199999918, 26.80620650000128, 32.19672499999979, 38.38099180000063, 44.81493039999987, 48.78812050000124, 50.01435590000074, 58.16366070000004, 63.37325690000034, 68.92050159999962, 74.94426930000009, 80.72606500000074, 88.25923760000114, 92.10244740000053, 99.78170099999988, 104.15985040000123, 110.90555430000131, 116.39030679999996]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.2611876999999,678.2576300000001,8.0,11.852633099999366,,,,,,,,,,,,,,,,,,,,,,,,,,,678.2576568000004,798.2556495000008,"['left', 'left', 'left', 'left', 'space', 'left', 'left', 'space', 'space', 'space', 'space', 'space', 'left', 'left', 'left', 'space', 'left', 'left', 'space', 'space', 'left']","[3.018969200000356, 9.255891799999517, 15.098664299999655, 21.43195939999896, 26.47982899999988, 34.046738499999265, 39.16434239999944, 44.28744910000023, 51.23348900000019, 57.55771300000015, 62.47570710000036, 69.43022269999892, 71.97684509999999, 75.13500319999912, 80.42800080000052, 86.19772890000058, 94.13238369999999, 98.87126829999943, 105.240131999999, 110.23320590000003, 117.52169669999967]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D05,001,2024-04-10_16h47.29.513,final_final_task,2023.2.3,60.218545143842995,2024-04-10 16h47.53.865259 +0530,
