ID,Confidence,Confidence rt,Trial,Trial response,Trial rt
D07,10,2.5402943,T1,"['space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'space', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'right', 'left', 'right']","[2.7302935000006983, 8.13986610000029, 14.154213900001196, 20.333485700000892, 26.38071140000102, 32.2280267999995, 38.42963899999995, 44.42373989999942, 50.48752720000084, 57.15262790000088, 63.483346600000004, 68.28142500000104, 75.00633899999957, 80.38218249999954, 86.20173880000038, 92.44093919999978, 98.30143029999999, 104.5758523000004, 110.3430440000011, 116.51253350000115]"
D07,8,3.778232,T2,"['space', 'left', 'right', 'left', 'space', 'right', 'space', 'right', 'right', 'space', 'left', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'right', 'left']","[2.520100100000491, 8.149209400000473, 14.663827100001072, 20.363447200001247, 26.3651590999998, 32.3361917000002, 38.33810869999979, 44.44473950000065, 52.073573400000896, 57.77599720000035, 62.15236550000009, 68.24067790000117, 74.4098666000009, 80.2668579000001, 86.36785140000029, 92.4058096000008, 98.20543630000066, 104.39434710000023, 110.3885124999997, 116.30039080000097]"
D07,9,2.8583241,T3,"['space', 'left', 'right', 'right', 'left', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'left', 'space', 'space', 'left', 'left', 'right', 'space']","[2.219463800000085, 8.459945900000093, 14.612980099998822, 20.248899599999277, 26.789852300000348, 32.23819689999982, 38.95250689999921, 44.458160599999246, 50.44311409999864, 56.273564400000396, 62.17994179999914, 68.22924609999973, 74.3385715000004, 80.57082639999862, 86.52316239999891, 92.83349559999988, 98.16825099999915, 104.76755819999926, 110.19540769999912, 117.47434729999986]"
D07,7,5.4146617,T4,"['space', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'right']","[1.629773299999215, 2.4108102999998664, 8.078437699999995, 14.065423199999714, 20.263069299999188, 26.062099799999487, 32.08675369999946, 38.32849199999873, 44.11654009999984, 50.06228639999972, 56.161496999999144, 62.24333429999933, 68.36664479999854, 73.9995932999991, 80.19777769999928, 86.1676325999997, 92.34209199999896, 98.18862749999971, 104.16923789999964, 110.66549269999996, 116.05236359999981]"
D07,9,3.3534482,T5,"['left', 'left', 'left', 'left', 'left', 'right', 'right', 'right', 'right', 'left', 'left', 'right', 'right', 'space', 'space', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'right', 'space', 'right', 'left']","[3.844538499999544, 6.596503099999609, 8.739833199999339, 13.08918789999916, 14.643655099998796, 20.14562939999996, 21.063652299999376, 26.01734409999881, 26.706779399999505, 32.05651519999992, 32.519309299999804, 38.17640409999876, 38.55873849999989, 44.988528799998676, 50.0766265000002, 56.04811789999985, 62.260736899999756, 68.10548930000004, 74.11756499999865, 80.05123739999908, 86.10050090000004, 92.0953112999996, 98.23780639999859, 104.15231049999966, 110.07137359999979, 116.09537189999901]"
D07,7,2.9277508,T6,"['space', 'space', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'left', 'left', 'right', 'left', 'left', 'right', 'left', 'space', 'left']","[2.154892700000346, 2.7712491000002046, 8.938658700000815, 14.09923180000078, 20.17335920000005, 26.195295200001055, 32.30033860000003, 38.41528550000112, 44.22679170000083, 50.33823310000116, 56.54395270000168, 62.174625200001174, 68.09489170000052, 74.58240950000072, 80.49764720000167, 86.1465160000007, 92.34492090000094, 98.22195210000064, 105.35753420000037, 110.56019430000015, 116.16121610000118]"
D07,9,4.0708915,T7,"['space', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'space', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[2.643072500000926, 8.257826499999283, 14.090344500000356, 20.339327100000446, 26.137041699999827, 32.3239923000001, 38.19286060000013, 44.533800499999415, 50.19514660000095, 56.976236399999834, 62.917999499999496, 68.28508130000046, 74.42923429999973, 80.29168989999926, 86.14943649999987, 92.49412669999947, 98.43092070000057, 104.82073520000085, 110.51394040000014, 116.55985250000049]"
D07,8,3.2984719,T8,"['space', 'right', 'left', 'left', 'right', 'left', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'space', 'space', 'right', 'right', 'left', 'left', 'left', 'left', 'right', 'right', 'left', 'left']","[3.748511399999188, 9.34911959999954, 14.553149299999859, 20.214661500000147, 26.255137000000104, 32.19945340000049, 38.23253450000084, 44.24890570000025, 50.253418399999646, 56.27703289999954, 62.615733399999954, 68.52951030000077, 73.80281669999931, 74.8391475999997, 75.05938629999946, 80.08518419999928, 81.85888949999935, 86.14505950000057, 86.4421841000003, 87.01182119999976, 92.26642879999963, 98.12453219999952, 104.47023289999925, 110.35874049999984, 116.35612969999966]"
D07,8,1.9406003,T9,"['space', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left']","[3.5220060000010562, 9.029794900001434, 14.760379500001363, 20.177054400000998, 26.397185400001035, 32.316628700000365, 38.27859370000078, 44.433149700000286, 50.410602000001745, 56.14138390000153, 62.066055700001016, 68.24744620000092, 74.84555300000102, 80.49283880000075, 86.74471480000102, 92.37554900000032, 98.44495610000013, 103.86136720000104, 104.55801470000006, 104.85369590000118, 110.84769010000127, 116.04896870000084]"
D07,7,2.8458887,T10,"['space', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'space', 'space', 'left']","[4.318368799999007, 8.243663399998695, 14.168766599999799, 20.184016499999416, 26.21305979999852, 32.11369689999992, 38.27425609999955, 44.18546099999912, 50.696265999999014, 56.34120839999923, 62.253320699999676, 68.19259839999904, 74.22657830000026, 80.85124329999962, 86.93433229999937, 92.49086459999853, 98.26847989999987, 104.51367449999998, 111.24000439999872, 116.57083009999951]"
